,Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Duration (d), Education, Agriculture, Health sector, Water supply, Communications, Transportation, Power and Energy, Relief,Country, Education centers, Hospitals,Updated Event Name,Mapped Event Categories
17100,2011/05,EARTHQUAKE,1,3,75,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EARTHQUAKE,NATURAL DISASTERS
17101,2011/05,FIRE,2,0,1,0,1,2,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17107,2011/06,TRAFFIC ACCIDENT,1,10,35,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17108,2011/07,FIRE,3,1,0,0,4,1,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17109,2011/07,FLOOD,1,4,1,0,4,488,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17111,2011/07,TRAFFIC ACCIDENT,1,1,54,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17112,2011/08,FIRE,6,0,1,0,12,5,0,0,0,0,0,53760680,0,2,0,1,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17114,2011/09,EARTHQUAKE,1,0,0,0,0,49,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EARTHQUAKE,NATURAL DISASTERS
17116,2011/10,EARTHQUAKE,1,644,2300,0,17005,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EARTHQUAKE,NATURAL DISASTERS
17117,2011/10,FIRE,2,0,0,0,14,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17120,2011/10,OTHER,1,2,0,0,0,39,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17121,2011/11,EARTHQUAKE,1,40,0,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EARTHQUAKE,NATURAL DISASTERS
17122,2011/11,FIRE,3,1,0,0,7,11,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17123,2011/12,FIRE,3,2,0,0,29,1,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17124,2011/12,TRAFFIC ACCIDENT,1,25,16,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17125,2012/01,AVALANCHE,1,1,0,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,AVALANCHE,NATURAL DISASTERS
17126,2012/01,FIRE,1,1,0,0,1,0,0,2,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17127,2012/01,TRAFFIC ACCIDENT,1,4,59,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17129,2012/03,LANDSLIDE,1,0,0,0,0,11,0,0,0,0,0,53760680,0,3,0,0,0,0,0,0,0,0,Turkey,0,0,LANDSLIDE,NATURAL DISASTERS
17130,2012/04,FIRE,1,0,0,0,0,10,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17132,2012/04,TRAFFIC ACCIDENT,1,3,53,0,0,0,0,56,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17133,2012/05,FIRE,2,0,0,0,7,10,1,0,0,0,0,53760680,0,2,0,1,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17134,2012/06,DROWNING,1,1,0,0,0,0,0,1,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17135,2012/07,DROWNING,1,2,0,0,0,0,0,2,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17136,2012/07,FLOOD,2,13,22,0,38,266,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17138,2012/09,FIRE,2,1,0,0,2,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17139,2012/09,FLOOD,1,1,0,0,0,0,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17140,2012/09,MARITIME DISASTER,1,63,0,0,0,0,0,112,0,0,0,53760680,0,1,0,0,0,0,0,0,0,1,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17141,2012/10,TRAFFIC ACCIDENT,1,10,3,0,0,0,0,13,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17143,2012/12,FLOOD,2,1,0,0,0,306,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17144,2013/01,AVALANCHE,3,3,0,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,AVALANCHE,NATURAL DISASTERS
17145,2013/01,DROWNING,2,5,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17146,2013/01,FIRE,7,15,20,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17147,2013/01,FLOOD,1,1,0,0,0,0,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17149,2013/01,LANDSLIDE,1,0,0,0,5,0,0,0,0,0,0,53760680,0,3,0,0,0,0,0,0,0,0,Turkey,0,0,LANDSLIDE,NATURAL DISASTERS
17150,2013/01,MINING ACCIDENTS,3,18,7,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17151,2013/01,POISONING,1,5,0,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17152,2013/01,SNOW,2,0,0,0,0,0,0,39,0,0,0,53760680,0,3.5,0,0,0,0,0,0,0,0,Turkey,0,0,SNOWFALL,HYDROLOGICAL
17153,2013/01,STUCK,1,0,0,0,0,0,0,2,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,STRUCTURE,TECHNICAL
17154,2013/01,TRAFFIC ACCIDENT,1,0,1,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17155,2013/02,AVALANCHE,1,1,0,0,0,0,0,3,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,AVALANCHE,NATURAL DISASTERS
17156,2013/02,DROWNING,2,4,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17157,2013/02,FIRE,5,0,0,0,0,0,0,14,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17158,2013/02,FLOOD,3,0,0,0,0,0,0,4,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17159,2013/02,INDUSTRIAL EXPLOSIONS,1,0,3,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17160,2013/02,MINING ACCIDENTS,1,1,0,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17161,2013/02,OTHER,1,3,0,0,0,0,0,3,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17162,2013/02,POISONING,1,0,0,0,0,0,0,24,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17163,2013/02,STUCK,1,0,0,0,0,0,0,12,0,0,0,53760680,0,1,0,0,0,0,0,0,0,1,Turkey,0,0,STRUCTURE,TECHNICAL
17164,2013/02,TRAFFIC ACCIDENT,5,15,48,0,0,0,0,53,0,0,0,53760680,0,2,0,0,0,0,0,0,0,1,Turkey,0,0,ACCIDENT,TECHNICAL
17165,2013/03,DROWNING,4,5,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17166,2013/03,EXPLOTION,1,2,2,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EXPLOSION,EXPLOSION
17167,2013/03,FIRE,2,0,2,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17168,2013/03,FLOOD,1,1,1,0,0,0,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17169,2013/03,HEAVY RAIN,1,0,0,0,0,0,0,173,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17170,2013/03,LANDSLIDE,1,0,0,0,1,0,0,0,0,0,0,53760680,0,3,0,0,0,0,0,0,0,0,Turkey,0,0,LANDSLIDE,NATURAL DISASTERS
17171,2013/03,OTHER,1,0,0,0,7,10,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17172,2013/03,SNOW,1,0,0,0,0,0,0,9,0,0,0,53760680,0,3.5,0,0,0,0,0,0,0,0,Turkey,0,0,SNOWFALL,HYDROLOGICAL
17173,2013/03,STUCK,2,0,0,0,0,0,0,9,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,STRUCTURE,TECHNICAL
17174,2013/03,TRAFFIC ACCIDENT,2,0,4,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17175,2013/04,DROWNING,3,2,1,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17178,2013/05,DROWNING,5,6,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17180,2013/06,DROWNING,6,6,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17184,2013/07,FLOOD,2,5,12,0,0,0,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17185,2013/08,FLOOD,1,2,0,0,0,0,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17186,2013/08,HEAVY RAIN,2,1,0,0,0,0,0,0,0,0,0,53760680,0,6,0,0,0,0,0,0,0,0,Turkey,0,0,FLOOD,HYDROLOGICAL
17187,2013/08,TRAFFIC ACCIDENT,1,0,53,0,0,0,0,53,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17188,2013/09,MINING ACCIDENTS,1,3,1,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17189,2013/09,TRAFFIC ACCIDENT,2,7,73,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17190,2013/10,DROWNING,1,6,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17191,2013/10,FIRE,4,3,0,0,1,2,0,31,0,0,0,53760680,0,2,0,2,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17192,2013/10,MINING ACCIDENTS,2,1,62,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17193,2013/10,OTHER,2,2,2,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17194,2013/10,TRAFFIC ACCIDENT,5,12,6,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17197,2013/12,AVIATION ACCIDENT,1,4,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17198,2013/12,COLLAPSE,5,0,22,0,0,0,0,0,0,0,0,53760680,0,4,0,0,0,0,0,0,0,1,Turkey,0,0,STRUCTURAL,TECHNICAL
17199,2013/12,EXPLOTION,2,0,5,0,0,0,0,6,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EXPLOSION,EXPLOSION
17200,2013/12,FIRE,2,0,1,0,0,1,0,0,0,0,0,53760680,0,2,0,1,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17201,2013/12,LANDSLIDE,1,1,0,0,0,0,0,0,0,0,0,53760680,0,3,0,0,0,0,0,0,0,0,Turkey,0,0,LANDSLIDE,NATURAL DISASTERS
17202,2013/12,MARITIME DISASTER,1,2,3,0,0,0,0,7,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17203,2013/12,MINING ACCIDENTS,2,4,1,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17204,2013/12,SNOW,2,0,0,0,0,0,0,1000,0,0,0,53760680,0,3.5,0,0,0,0,0,0,0,0,Turkey,0,0,SNOWFALL,HYDROLOGICAL
17205,2013/12,STUCK,3,0,4,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,STRUCTURE,TECHNICAL
17206,2013/12,TRAFFIC ACCIDENT,14,21,96,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17207,2014/01,ACID RAIN,1,0,1,0,0,0,0,0,0,0,0,53760680,0,4,0,0,0,0,0,0,0,0,Turkey,0,0,POLLUTION,TECHNICAL
17208,2014/01,COLLAPSE,2,1,2,0,0,0,0,0,0,0,0,53760680,0,4,0,0,0,0,0,0,0,0,Turkey,0,0,STRUCTURAL,TECHNICAL
17209,2014/01,DROWNING,3,4,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17210,2014/01,EXPLOTION,1,1,3,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EXPLOSION,EXPLOSION
17213,2014/01,TRAFFIC ACCIDENT,14,38,105,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17214,2014/02,ACID RAIN,1,0,0,0,0,1,0,0,0,0,0,53760680,0,4,0,0,0,0,0,0,0,0,Turkey,0,0,POLLUTION,TECHNICAL
17215,2014/02,AIR POLLUTION,1,1,0,0,0,0,0,0,0,0,0,53760680,0,4,0,0,0,0,0,0,0,0,Turkey,0,0,POLLUTION,TECHNICAL
17216,2014/02,AVALANCHE,1,4,0,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,AVALANCHE,NATURAL DISASTERS
17217,2014/02,COLLAPSE,6,0,14,0,0,0,0,0,0,0,0,53760680,0,4,0,0,0,0,0,0,0,1,Turkey,0,0,STRUCTURAL,TECHNICAL
17218,2014/02,DRAUGHT,3,2,1,0,0,0,0,0,0,0,0,53760680,0,497.5,0,0,0,0,0,0,0,0,Turkey,0,0,DROUGHT,NATURAL DISASTERS
17219,2014/02,DROWNING,3,3,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,1,Turkey,0,0,RAIN,HYDROLOGICAL
17220,2014/02,EXPLOTION,2,0,8,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,EXPLOSION,EXPLOSION
17221,2014/02,FAMINE,2,1,6,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER ,TECHNICAL
17222,2014/02,FIRE,22,5,16,0,0,0,5,6,0,0,0,53760680,0,2,0,1,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17227,2014/02,MINING ACCIDENTS,3,3,3,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,TECHNICAL DISASTER,TECHNICAL
17228,2014/02,OTHER,3,0,2,0,0,0,0,0,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17229,2014/02,POISONING,10,7,16,0,0,0,0,39,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17230,2014/02,ROCKSLIDE,4,2,4,0,0,0,0,0,0,0,0,53760680,0,3,0,0,0,0,0,1,0,0,Turkey,0,0,LANDSLIDE,NATURAL DISASTERS
17233,2014/02,TRAFFIC ACCIDENT,117,61,535,0,0,0,0,25,0,0,0,53760680,0,2,0,0,0,0,0,4,0,3,Turkey,0,0,ACCIDENT,TECHNICAL
17234,2014/02,TRAIN ACCIDENT,1,1,1,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17235,2014/03,DROWNING,1,1,0,0,0,0,0,0,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,RAIN,HYDROLOGICAL
17236,2014/03,FIRE,6,1,2,0,0,2,0,7,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,FIRE,EXPLOSION
17239,2014/03,POISONING,3,2,0,0,0,0,0,2,0,0,0,53760680,0,1,0,0,0,0,0,0,0,0,Turkey,0,0,OTHER,TECHNICAL
17241,2014/03,TRAFFIC ACCIDENT,27,26,117,0,0,0,0,2,0,0,0,53760680,0,2,0,0,0,0,0,0,0,0,Turkey,0,0,ACCIDENT,TECHNICAL
17243,1933/00,FLOOD,2,50,0,0,0,0,0,0,0,0,0,4750000,0,6,0,0,0,0,0,0,0,0,Uganda,0,0,FLOOD,HYDROLOGICAL
17244,1933/00,LANDSLIDE,2,50,0,0,0,0,0,0,0,0,0,4750000,0,3,0,0,0,0,0,0,0,0,Uganda,0,0,LANDSLIDE,NATURAL DISASTERS
17245,1945/00,EARTHQUAKE,1,5,8,0,0,0,0,0,0,0,0,4750000,0,1,0,1,0,0,0,0,0,0,Uganda,0,0,EARTHQUAKE,NATURAL DISASTERS
17246,1964/00,LANDSLIDE,2,36,0,0,0,0,0,0,0,0,0,4750000,0,3,0,0,0,0,0,0,0,0,Uganda,0,0,LANDSLIDE,NATURAL DISASTERS
17247,1966/00,EARTHQUAKE,1,157,1323,0,0,6752,0,0,0,0,0,4750000,0,1,0,1,0,0,0,0,0,0,Uganda,0,0,EARTHQUAKE,NATURAL DISASTERS
17248,1966/03,EARTHQUAKE,1,100,0,0,0,0,0,0,0,0,0,4750000,0,1,0,1,0,0,0,0,0,0,Uganda,0,0,EARTHQUAKE,NATURAL DISASTERS
17249,1970/00,LANDSLIDE,2,120,0,0,0,0,0,0,0,0,0,4750000,0,3,0,0,0,0,0,0,0,0,Uganda,0,0,LANDSLIDE,NATURAL DISASTERS
17253,1989/04,ANIMAL ATTACK,1,1,1,1,0,0,0,0,0,0,0,4750000,0,4.5,0,0,0,0,0,0,0,0,Uganda,0,0,ANIMAL,BIOLOGICAL
17255,1989/05,FLOOD,1,1,0,0,0,0,0,0,0,0,0,4750000,0,6,0,1,0,0,0,0,0,0,Uganda,0,0,FLOOD,HYDROLOGICAL
17259,1989/09,DROWNING,1,2,0,0,0,0,0,3,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,RAIN,HYDROLOGICAL
17262,1989/09,STORM,5,0,0,0,0,0,0,20,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17264,1990/01,ANIMAL ATTACK,1,2,0,0,0,0,0,0,0,0,0,4750000,0,4.5,0,0,0,0,0,0,0,0,Uganda,0,0,ANIMAL,BIOLOGICAL
17265,1990/03,EPIDEMIC,1,60,0,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17266,1990/05,HAILSTORM,1,1,0,0,0,0,0,0,0,0,0,4750000,0,3,0,0,0,0,0,0,0,0,Uganda,0,0,HAILSTORM,HYDROLOGICAL
17267,1990/06,EPIDEMIC,1,40,0,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17268,1990/06,RAINSTORM,1,0,0,0,7,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,RAIN,HYDROLOGICAL
17269,1990/07,EPIDEMIC,1,40,0,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17270,1990/08,EPIDEMIC,1,18,20,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17271,1990/09,ACCIDENT,1,5,0,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,ACCIDENT,TECHNICAL
17272,1990/09,ANIMAL ATTACK,1,1,0,0,0,0,0,0,0,0,0,4750000,0,4.5,0,0,0,0,0,0,0,0,Uganda,0,0,ANIMAL,BIOLOGICAL
17274,1990/09,LIGHTNING,1,5,0,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17275,1990/09,RAINSTORM,1,1,5,0,0,0,0,0,0,0,0,4750000,0,2,1,0,0,0,0,0,0,0,Uganda,11,0,RAIN,HYDROLOGICAL
17276,1990/10,CONTAMINATION,1,0,35,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17277,1990/10,LIGHTNING,1,3,0,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17280,1991/02,LIGHTNING,1,1,0,0,0,0,0,0,0,0,0,4750000,0,2,0,1,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17281,1991/03,FLOOD,1,1,0,0,0,300,0,0,0,0,0,4750000,0,6,0,0,0,0,0,0,0,0,Uganda,0,0,FLOOD,HYDROLOGICAL
17283,1991/04,ACCIDENT,1,17,0,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,ACCIDENT,TECHNICAL
17284,1991/04,FIRE,1,0,0,0,2,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,FIRE,EXPLOSION
17286,1991/05,EPIDEMIC,2,66,8,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17287,1991/06,LIGHTNING,1,0,16,2,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17288,1991/07,FIRE,1,2,1,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,FIRE,EXPLOSION
17289,1991/09,FLOOD,1,0,2,0,0,0,0,0,0,0,0,4750000,0,6,0,0,0,0,0,0,0,0,Uganda,0,0,FLOOD,HYDROLOGICAL
17290,1991/10,EPIDEMIC,1,60,0,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17291,1991/10,LIGHTNING,2,5,10,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17292,1991/11,EPIDEMIC,2,23,16,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17295,1992/01,DROWNING,1,20,0,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,RAIN,HYDROLOGICAL
17296,1992/01,EPIDEMIC,5,57,0,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17297,1992/01,STORM,1,60,0,0,0,0,0,18,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17302,1992/02,LIGHTNING,1,1,20,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17305,1992/03,FAMINE,2,2,0,0,0,0,0,0,0,0,0,4750000,0,1,0,1,0,0,0,0,0,0,Uganda,0,0,OTHER ,TECHNICAL
17307,1992/03,RAINSTORM,1,0,27,0,0,0,0,0,0,0,0,4750000,0,2,1,0,0,0,0,0,0,0,Uganda,27,0,RAIN,HYDROLOGICAL
17308,1992/04,EPIDEMIC,2,101,3,0,0,0,0,0,0,0,0,4750000,0,255.5,0,0,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17310,1992/04,RAINSTORM,1,0,0,0,0,12,0,0,0,0,0,4750000,0,2,0,1,0,0,0,0,0,0,Uganda,0,0,RAIN,HYDROLOGICAL
17311,1992/04,STORM,2,0,0,0,13,0,0,0,0,0,0,4750000,0,2,1,0,0,0,0,0,0,0,Uganda,1,0,STORM,HYDROLOGICAL
17312,1992/06,EPIDEMIC,2,20,0,0,0,0,0,0,0,0,0,4750000,0,255.5,0,1,0,0,0,0,0,0,Uganda,0,0,EPIDEMIC,HEALTH
17314,1992/06,LIGHTNING,1,2,6,0,0,1,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17315,1992/06,RAINSTORM,1,1,0,0,1,1,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,RAIN,HYDROLOGICAL
17318,1992/10,LIGHTNING,1,0,3,0,0,0,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
17320,1992/12,LIGHTNING,1,1,1,0,0,9,0,0,0,0,0,4750000,0,2,0,0,0,0,0,0,0,0,Uganda,0,0,STORM,HYDROLOGICAL
