,Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Duration (d), Education, Agriculture, Health sector, Water supply, Communications, Transportation, Power and Energy, Relief,Country, Education centers, Hospitals,Updated Event Name,Mapped Event Categories
7142,2008/03,EPIDEMIC,25,2,2858,0,0,0,0,0,0,0,0,20000000,0,255.5,0,1,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7143,2008/03,EXPLOSION,3,3,6,0,0,11,0,0,0,100,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7144,2008/03,FIRE,7,1,2,0,0,1,0,0,0,0,0,3000000,0,2,0,0,0,0,0,1,2,0,Mexico,0,0,FIRE,EXPLOSION
7147,2008/03,HUNDIMIENTO,1,0,0,0,0,63,0,0,0,350,0,20000000,0,3,1,0,1,0,0,0,0,0,Mexico,1,1,LANDSLIDE,NATURAL DISASTERS
7148,2008/03,LANDSLIDE,2,2,0,1,0,0,0,0,0,0,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7149,2008/03,LEAK,1,0,0,0,0,0,0,0,0,80,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,LEAK,TECHNICAL
7150,2008/03,ONDA FRÍA,1,1,0,0,0,0,0,0,0,0,0,20000000,0,20,0,0,0,0,0,0,0,0,Mexico,0,0,COLD WAVE,NATURAL DISASTERS
7151,2008/03,OTHER,1,0,0,0,0,100,0,600,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,OTHER,TECHNICAL
7153,2008/03,POLLUTION,18,0,20,0,0,0,0,7000,0,0,0,20000000,1,4,0,11,1,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7155,2008/03,STORM,8,0,0,2,0,15,0,0,0,0,0,20000000,0,2,0,0,0,0,0,8,1,0,Mexico,0,0,STORM,HYDROLOGICAL
7156,2008/03,STRONGWIND,54,3,17,0,6,1584,100,410000,0,0,0,260000000,0,2,2,10,0,0,20,36,33,0,Mexico,0,0,STORM,HYDROLOGICAL
7157,2008/03,STRUCTURE,3,0,0,0,90,210,0,0,0,0,0,20000000,0,1,0,0,0,0,0,2,0,0,Mexico,0,0,STRUCTURE,TECHNICAL
7158,2008/04,ACCIDENT,3,2,39,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,1,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7159,2008/04,BIOLOGICAL,5,0,0,0,0,0,0,600,0,0,0,20000000,441,1,0,2,0,0,0,0,0,0,Mexico,0,0,BIOLOGICAL,BIOLOGICAL
7161,2008/04,EXPLOSION,1,2,3,0,0,1,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7162,2008/04,FIRE,4,1,0,0,15,0,0,0,0,500,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7163,2008/04,FLOOD,11,0,0,0,0,10401,765,51200,0,52,0,20000000,11000,6,1,6,1,0,0,4,0,0,Mexico,0,2,FLOOD,HYDROLOGICAL
7164,2008/04,FORESTFIRE,25,1,0,0,0,0,0,0,0,100,0,20000000,27328,9,0,25,0,0,0,0,0,0,Mexico,0,0,FOREST FIRE,EXPLOSION
7165,2008/04,HAILSTORM,12,0,0,0,0,800,0,0,0,0,0,20000000,150,3,0,12,0,0,0,0,0,0,Mexico,0,0,HAILSTORM,HYDROLOGICAL
7167,2008/04,HUNDIMIENTO,1,0,0,0,10,10000,0,0,0,0,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7172,2008/04,RACIONAMIENTO,2,0,0,0,0,0,0,50000,0,0,0,20000000,0,1,0,1,0,0,0,0,0,0,Mexico,0,0,OTHER,TECHNICAL
7174,2008/04,STORM,28,2,32,3,0,1530,0,0,0,0,0,20000000,3500,2,0,10,0,2,2,17,17,0,Mexico,0,0,STORM,HYDROLOGICAL
7176,2008/05,ACCIDENT,5,8,69,1,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7177,2008/05,BIOLOGICAL,6,0,0,0,0,0,0,200,0,0,0,20000000,400,1,0,2,0,0,0,0,0,0,Mexico,0,0,BIOLOGICAL,BIOLOGICAL
7179,2008/05,DROUGHT,2,0,0,0,0,0,0,2000,0,0,0,20000000,370000,540,0,2,0,0,0,0,0,0,Mexico,0,0,DROUGHT,NATURAL DISASTERS
7180,2008/05,EXPLOSION,3,0,10,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,1,0,Mexico,0,0,EXPLOSION,EXPLOSION
7181,2008/05,FIRE,1,2,0,0,0,1,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7183,2008/05,FORESTFIRE,33,3,0,0,0,0,0,0,0,0,0,20000000,4544,9,0,31,0,0,0,0,0,0,Mexico,0,0,FOREST FIRE,EXPLOSION
7184,2008/05,HAILSTORM,8,1,0,0,0,1900,0,15000,0,0,0,20000000,0,3,0,6,0,0,0,1,0,0,Mexico,0,0,HAILSTORM,HYDROLOGICAL
7185,2008/05,HEATWAVE,4,1,2000,0,0,0,0,0,0,0,0,20000000,1780,5,0,3,1,0,0,0,0,0,Mexico,0,0,HEAT WAVE,NATURAL DISASTERS
7186,2008/05,HUNDIMIENTO,5,0,0,0,0,164,0,0,0,0,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7187,2008/05,INTOXICACIÓN,2,5,5,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,OTHER,TECHNICAL
7188,2008/05,LANDSLIDE,1,2,1,0,1,0,0,0,0,0,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7191,2008/05,POLLUTION,5,0,28,0,0,0,0,0,0,0,0,20000000,0,4,0,0,3,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7193,2008/05,STRONGWIND,4,1,8,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,1,2,0,Mexico,0,0,STORM,HYDROLOGICAL
7194,2008/06,ACCIDENT,11,28,50,1,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7197,2008/06,ELECTRICSTORM,3,3,0,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,STORM,HYDROLOGICAL
7198,2008/06,EPIDEMIC,4,0,31,0,0,0,0,850,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7199,2008/06,EXPLOSION,1,0,4,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7200,2008/06,FIRE,3,19,24,0,0,0,0,0,0,20,0,20000000,0,2,0,0,0,0,0,1,0,0,Mexico,0,0,FIRE,EXPLOSION
7201,2008/06,FLOOD,141,2,0,1,0,17518,1344,213150,0,3698,0,800000,25000,6,51,101,1,1,0,101,0,0,Mexico,5,1,FLOOD,HYDROLOGICAL
7203,2008/06,HAILSTORM,3,1,9,0,1,89,0,0,0,0,0,3000000,197,3,0,1,0,0,0,0,0,0,Mexico,0,0,HAILSTORM,HYDROLOGICAL
7204,2008/06,HEATWAVE,12,11,0,0,0,0,0,0,0,0,0,20000000,0,5,0,6,3,0,0,0,0,0,Mexico,0,0,HEAT WAVE,NATURAL DISASTERS
7205,2008/06,HUNDIMIENTO,3,0,0,0,0,0,0,1000,0,0,0,20000000,0,3,0,0,0,1,0,1,1,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7206,2008/06,LANDSLIDE,33,3,8,0,3,92,0,4640,0,350,0,20000000,0,3,0,1,0,0,0,27,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7208,2008/06,PANIC,1,12,20,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,PANIC,HEALTH
7210,2008/06,POLLUTION,7,0,0,0,0,0,0,15000,0,0,0,20000000,0,4,0,2,3,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7211,2008/06,RAIN,22,0,0,0,0,0,0,16800,0,0,0,20000000,2500,2,2,6,0,0,0,18,2,0,Mexico,0,0,RAIN,HYDROLOGICAL
7212,2008/06,SPATE,5,3,3,0,0,0,0,0,0,0,0,20000000,0,6,0,0,0,0,0,2,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7213,2008/06,STORM,15,0,16,0,0,1120,0,2900,0,0,0,20000000,1000,2,2,9,0,0,1,6,4,0,Mexico,1,0,STORM,HYDROLOGICAL
7214,2008/06,STRONGWIND,2,0,0,0,0,0,0,1000,0,0,0,20000000,0,2,0,0,0,0,0,0,1,0,Mexico,0,0,STORM,HYDROLOGICAL
7215,2008/06,STRUCTURE,3,0,0,0,0,7,0,0,0,90,0,20000000,0,1,0,0,0,0,0,1,0,0,Mexico,0,0,STRUCTURE,TECHNICAL
7216,2008/07,ACCIDENT,9,31,54,11,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7217,2008/07,ALLUVION,1,0,0,0,75,60,200,0,0,0,0,20000000,0,3,0,0,0,0,0,1,0,0,Mexico,0,0,ALLUVION,HYDROLOGICAL
7219,2008/07,ELECTRICSTORM,4,4,0,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,STORM,HYDROLOGICAL
7220,2008/07,EPIDEMIC,12,0,4696,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7221,2008/07,EXPLOSION,2,0,8,0,0,6,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7222,2008/07,FIRE,1,17,36,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7223,2008/07,FLOOD,214,8,0,24,11,23824,74592,448134,0,6775,0,253000000,35863,6,16,120,1,4,1,142,21,0,Mexico,51,1,FLOOD,HYDROLOGICAL
7224,2008/07,HAILSTORM,5,0,0,0,51,185,0,820,0,0,0,20000000,740,3,0,5,0,0,0,2,2,0,Mexico,0,0,HAILSTORM,HYDROLOGICAL
7225,2008/07,HEATWAVE,3,3,0,0,0,0,0,0,0,0,0,20000000,0,5,0,0,0,0,0,0,0,0,Mexico,0,0,HEAT WAVE,NATURAL DISASTERS
7226,2008/07,HUNDIMIENTO,4,0,0,0,0,124,0,0,0,32,0,20000000,0,3,1,0,0,0,0,1,0,0,Mexico,12,0,LANDSLIDE,NATURAL DISASTERS
7227,2008/07,LANDSLIDE,49,7,17,5,3,50,0,5400,0,0,0,20000000,0,3,0,0,0,0,0,44,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7229,2008/07,RAIN,7,1,0,0,5,3100,0,250,0,26800,0,20000000,0,2,0,0,0,0,0,1,1,0,Mexico,0,0,RAIN,HYDROLOGICAL
7230,2008/07,SPATE,28,24,12,6,0,0,0,5030,0,0,0,20000000,0,6,0,0,0,0,0,3,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7231,2008/07,STORM,8,8,3,1,2,372,71,0,0,218,0,20000000,0,2,0,1,0,0,0,1,0,0,Mexico,0,0,STORM,HYDROLOGICAL
7233,2008/07,SURGE,5,2,0,4,0,27,0,0,0,100,0,20000000,0,1,0,0,0,0,0,1,0,0,Mexico,0,0,STORM SURGE,HYDROLOGICAL
7234,2008/08,ACCIDENT,4,3,20,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,1,0,Mexico,0,0,ACCIDENT,TECHNICAL
7235,2008/08,ALLUVION,1,0,0,0,0,1,0,0,0,0,0,20000000,0,3,0,0,0,0,0,1,0,0,Mexico,0,0,ALLUVION,HYDROLOGICAL
7237,2008/08,ELECTRICSTORM,3,1,0,0,0,0,0,0,0,0,0,20000000,0,2,1,0,0,0,0,2,3,0,Mexico,0,0,STORM,HYDROLOGICAL
7238,2008/08,EPIDEMIC,10,1,957,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7239,2008/08,EXPLOSION,1,1,0,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7240,2008/08,FIRE,1,0,6,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7241,2008/08,FLOOD,97,7,7,0,212,19890,2200,9800,0,830,0,20000000,9600,6,13,17,2,4,4,83,10,0,Mexico,30,1,FLOOD,HYDROLOGICAL
7243,2008/08,HAILSTORM,20,0,2,0,0,0,0,0,0,0,0,20000000,3000,3,0,4,0,0,0,16,7,0,Mexico,0,0,HAILSTORM,HYDROLOGICAL
7244,2008/08,HEATWAVE,1,1,0,0,0,0,0,0,0,0,0,20000000,0,5,0,0,0,0,0,0,0,0,Mexico,0,0,HEAT WAVE,NATURAL DISASTERS
7245,2008/08,HUNDIMIENTO,4,0,0,0,0,1132,0,5000,0,0,0,20000000,0,3,0,0,0,1,0,2,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7246,2008/08,LANDSLIDE,6,2,0,0,0,0,0,5500,0,0,0,20000000,0,3,0,0,0,0,0,6,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7249,2008/08,PLAGUE,1,0,0,0,0,0,0,142,0,0,0,20000000,0,3,0,1,0,0,0,0,0,0,Mexico,0,0,PLAGUE,HEALTH
7250,2008/08,POLLUTION,6,4000,0,0,0,0,0,0,0,0,0,20000000,0,4,0,5,0,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7251,2008/08,RAIN,12,0,0,0,0,315,1500,0,0,5494,0,22000000,0,2,3,3,1,3,3,6,3,0,Mexico,0,0,RAIN,HYDROLOGICAL
7252,2008/08,SPATE,17,13,5,6,0,0,0,0,0,0,0,20000000,0,6,0,0,0,0,1,1,1,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7253,2008/08,STORM,11,2,4,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,11,8,0,Mexico,0,0,STORM,HYDROLOGICAL
7254,2008/08,STRUCTURE,3,1,1,0,0,0,0,150,0,0,0,20000000,0,1,1,0,0,0,0,1,0,0,Mexico,1,0,STRUCTURE,TECHNICAL
7255,2008/09,ACCIDENT,4,9,5,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7256,2008/09,ALLUVION,1,0,0,0,27,0,0,0,0,0,0,20000000,0,3,0,1,0,0,0,0,0,0,Mexico,0,0,ALLUVION,HYDROLOGICAL
7259,2008/09,EPIDEMIC,10,0,172,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7260,2008/09,EXPLOSION,3,7,134,0,0,0,0,13,0,5000,0,20000000,0,1,0,0,0,0,0,1,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7261,2008/09,FIRE,1,0,2,0,0,5,0,0,0,900,0,20000000,0,2,1,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7262,2008/09,FLOOD,255,9,15,12,1743,40992,59350,184485,0,19205,0,150000000,138530,6,118,196,12,108,94,224,118,8,Mexico,1173,3,FLOOD,HYDROLOGICAL
7265,2008/09,HUNDIMIENTO,3,0,0,0,0,35,0,0,0,250,0,20000000,0,3,0,0,0,0,0,3,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7266,2008/09,INTOXICACIÓN,1,0,7,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,1,0,0,Mexico,0,0,OTHER,TECHNICAL
7267,2008/09,LANDSLIDE,34,21,16,17,41,11,300,2000,0,305,0,20000000,0,3,0,1,0,1,0,23,1,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7268,2008/09,LEAK,2,0,0,0,0,0,0,0,0,300,0,20000000,0,2,0,1,0,0,0,0,0,0,Mexico,0,0,LEAK,TECHNICAL
7270,2008/09,RAIN,46,3,0,0,12,150,1500,16020,0,6200,0,100000000,12108,2,27,38,15,15,15,29,22,0,Mexico,1,0,RAIN,HYDROLOGICAL
7271,2008/09,SPATE,37,44,6,8,5,0,0,120000,0,0,0,20000000,0,6,0,0,0,0,0,5,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7272,2008/09,STORM,5,1,0,0,0,5600,0,2000,0,2400,0,20000000,0,2,2,2,0,0,0,5,0,0,Mexico,0,0,STORM,HYDROLOGICAL
7273,2008/09,STRUCTURE,1,1,0,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,STRUCTURE,TECHNICAL
7274,2008/09,SURGE,2,0,0,3,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,STORM SURGE,HYDROLOGICAL
7275,2008/10,ACCIDENT,2,3,1,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7276,2008/10,ALLUVION,1,0,0,0,0,50,0,0,0,0,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,ALLUVION,HYDROLOGICAL
7279,2008/10,EPIDEMIC,3,2,158,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7280,2008/10,EXPLOSION,3,2,19,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,1,0,Mexico,0,0,EXPLOSION,EXPLOSION
7282,2008/10,FLOOD,41,7,4,4,5000,8570,10200,226000,0,46500,0,20000000,2500,6,16,27,0,5,0,29,15,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7284,2008/10,LANDSLIDE,6,0,3,0,0,0,0,100,0,0,0,20000000,0,3,0,0,0,0,0,4,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7285,2008/10,LEAK,3,0,90,0,0,0,0,0,0,3500,0,20000000,0,2,0,1,0,0,0,0,0,0,Mexico,0,0,LEAK,TECHNICAL
7286,2008/10,ONDA FRÍA,1,1,0,0,0,0,0,0,0,0,0,20000000,0,20,0,0,0,0,0,0,0,0,Mexico,0,0,COLD WAVE,NATURAL DISASTERS
7287,2008/10,POLLUTION,4,0,0,0,0,0,0,0,0,100,0,20000000,348,4,0,1,0,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7288,2008/10,RAIN,35,0,0,0,1077,12422,27740,273000,0,19700,0,20000000,4000,2,28,12,0,12,9,14,13,0,Mexico,0,0,RAIN,HYDROLOGICAL
7289,2008/10,SPATE,7,11,4,4,0,0,0,0,0,0,0,20000000,0,6,0,0,0,0,0,0,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7290,2008/10,STORM,12,2,3,0,2,150,220,300000,0,0,0,20000000,0,2,2,0,1,0,0,6,5,1,Mexico,0,1,STORM,HYDROLOGICAL
7292,2008/10,SURGE,11,0,0,2,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,10,0,0,Mexico,0,0,STORM SURGE,HYDROLOGICAL
7293,2008/11,ACCIDENT,1,0,12,0,0,0,0,0,0,0,0,2500000,0,2,0,0,0,0,0,1,0,1,Mexico,0,0,ACCIDENT,TECHNICAL
7295,2008/11,EPIDEMIC,4,10,0,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7296,2008/11,EXPLOSION,5,18,47,0,1,0,0,0,0,0,0,20000000,0,1,0,0,0,0,1,1,2,0,Mexico,0,0,EXPLOSION,EXPLOSION
7298,2008/11,FORESTFIRE,3,0,0,0,6,0,0,0,0,0,0,20000000,0,9,0,0,0,0,0,0,0,0,Mexico,0,0,FOREST FIRE,EXPLOSION
7299,2008/11,FROST,35,0,500000,0,0,0,0,0,0,0,0,20000000,25000,5.5,0,35,19,0,0,0,0,0,Mexico,0,0,FROST,NATURAL DISASTERS
7300,2008/11,HUNDIMIENTO,2,0,0,0,3,172,0,0,0,2580,0,20000000,0,3,0,0,0,0,0,1,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7301,2008/11,LANDSLIDE,1,1,0,0,0,0,0,0,0,0,0,20000000,0,3,0,0,0,0,0,1,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7302,2008/11,LEAK,2,0,0,0,0,0,0,0,0,5500,0,20000000,0,2,0,0,0,0,0,1,0,0,Mexico,0,0,LEAK,TECHNICAL
7303,2008/11,ONDA FRÍA,30,5,23000,0,0,0,0,0,0,0,0,10000000,500,20,5,23,19,0,0,0,0,0,Mexico,0,0,COLD WAVE,NATURAL DISASTERS
7305,2008/11,RAIN,9,0,0,0,0,0,0,10000,0,1434,0,20000000,0,2,0,8,0,0,0,0,0,0,Mexico,0,0,RAIN,HYDROLOGICAL
7306,2008/11,SPATE,1,4,0,0,0,0,0,0,0,0,0,20000000,0,6,0,0,0,0,0,0,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7307,2008/11,STRONGWIND,22,0,3,0,0,10,0,15000,0,0,0,20000000,0,2,0,3,0,0,0,14,7,0,Mexico,0,0,STORM,HYDROLOGICAL
7308,2008/11,STRUCTURE,1,0,0,0,0,0,0,0,0,0,0,439000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,STRUCTURE,TECHNICAL
7309,2008/11,SURGE,1,1,1,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,STORM SURGE,HYDROLOGICAL
7310,2008/12,ACCIDENT,3,4,4,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,1,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7312,2008/12,EPIDEMIC,1,0,934,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7313,2008/12,EXPLOSION,1,0,10,0,0,5,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7314,2008/12,FIRE,9,3,5,0,2,1,0,1300,0,0,0,101000000,0,2,0,0,0,0,0,2,0,0,Mexico,0,0,FIRE,EXPLOSION
7315,2008/12,FLOOD,2,0,0,0,0,30,0,0,0,100,0,20000000,0,6,1,0,0,0,0,1,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7317,2008/12,INTOXICACIÓN,1,4,0,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,OTHER,TECHNICAL
7318,2008/12,LEAK,2,0,11,0,0,150,0,0,0,5000,0,20000000,0,2,1,0,0,0,0,0,0,0,Mexico,0,0,LEAK,TECHNICAL
7319,2008/12,ONDA FRÍA,23,26,3,0,0,0,70,0,0,720,0,20000000,0,20,0,7,0,0,0,0,0,0,Mexico,0,0,COLD WAVE,NATURAL DISASTERS
7320,2008/12,POLLUTION,6,1,659,0,0,0,0,0,0,0,0,20000000,0,4,1,1,1,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7321,2008/12,RAIN,3,1,0,1,0,200,0,0,0,600,0,20000000,0,2,3,0,0,0,0,3,0,0,Mexico,0,0,RAIN,HYDROLOGICAL
7322,2008/12,SNOWSTORM,6,8,0,0,0,0,0,0,0,0,0,20000000,0,3.5,0,0,0,0,0,3,0,0,Mexico,0,0,SNOWFALL,HYDROLOGICAL
7323,2008/12,SPATE,1,1,0,0,0,0,0,0,0,0,0,20000000,0,6,0,0,0,0,0,0,0,0,Mexico,0,0,FLOOD,HYDROLOGICAL
7324,2008/12,STRONGWIND,32,0,2,0,0,0,0,3000,0,0,0,20000000,0,2,13,0,0,0,0,21,11,0,Mexico,0,0,STORM,HYDROLOGICAL
7325,2009/01,ACCIDENT,5,15,5,0,0,0,0,30,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7327,2009/01,EXPLOSION,3,1,13,0,0,4,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,1,0,Mexico,0,0,EXPLOSION,EXPLOSION
7328,2009/01,FIRE,2,0,2,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7330,2009/01,HUNDIMIENTO,2,0,0,0,1,82,0,0,0,0,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7331,2009/01,INTOXICACIÓN,1,1,5,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,OTHER,TECHNICAL
7332,2009/01,LANDSLIDE,2,3,1,0,1,60,0,0,0,240,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7333,2009/01,ONDA FRÍA,20,8,1,0,0,0,0,500,0,28,0,20000000,0,20,0,1,0,0,0,0,0,0,Mexico,0,0,COLD WAVE,NATURAL DISASTERS
7334,2009/01,POLLUTION,4,0,0,0,0,0,0,2000,0,0,0,20000000,0,4,0,0,0,0,0,0,0,0,Mexico,0,0,POLLUTION,TECHNICAL
7335,2009/01,RACIONAMIENTO,22,0,0,0,0,0,0,8100000,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,OTHER,TECHNICAL
7337,2009/01,SNOWSTORM,6,0,20,0,0,0,0,1500,0,0,0,20000000,0,3.5,0,0,0,0,0,0,0,0,Mexico,0,0,SNOWFALL,HYDROLOGICAL
7338,2009/01,STRONGWIND,1,1,4,0,0,0,0,0,0,0,0,20000000,0,2,1,0,0,0,0,0,0,0,Mexico,1,0,STORM,HYDROLOGICAL
7339,2009/02,ACCIDENT,1,5,18,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,1,0,0,Mexico,0,0,ACCIDENT,TECHNICAL
7342,2009/02,ELECTRICSTORM,1,2,0,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,STORM,HYDROLOGICAL
7343,2009/02,EPIDEMIC,4,13,44,0,0,0,0,0,0,0,0,20000000,0,255.5,0,0,0,0,0,0,0,0,Mexico,0,0,EPIDEMIC,HEALTH
7344,2009/02,EXPLOSION,2,0,29,0,0,0,0,0,0,0,0,20000000,0,1,0,0,0,0,0,0,0,0,Mexico,0,0,EXPLOSION,EXPLOSION
7345,2009/02,FIRE,1,7,4,0,0,0,0,0,0,0,0,20000000,0,2,0,0,0,0,0,0,0,0,Mexico,0,0,FIRE,EXPLOSION
7346,2009/02,LANDSLIDE,2,2,2,0,0,4,0,0,0,18,0,20000000,0,3,0,0,0,0,0,0,0,0,Mexico,0,0,LANDSLIDE,NATURAL DISASTERS
7348,2009/02,POLLUTION,23,0,0,0,0,0,0,2000,0,0,0,20000000,0,4,0,0,0,0,0,16,0,0,Mexico,0,0,POLLUTION,TECHNICAL
